time,PM10,PM25,CO,NO2,기온(°C),일사(MJ/m2),습도(%),강수량(mm),풍속(m/s),month,day,hour,PM10_Lag1
2021-05-20 10:00:00,30.0,12.0,0.5,0.037,19.8,0.48,51,0.0,2.9,5,20,10,20.0
2021-05-20 11:00:00,25.0,10.0,0.4,0.024,21.1,0.95,54,0.0,3.1,5,20,11,20.0
2021-05-20 12:00:00,21.0,9.0,0.4,0.027,22.3,1.19,49,0.0,1.7,5,20,12,20.0
2021-05-20 14:00:00,20.0,11.0,0.4,0.017,22.7,0.81,45,0.0,3.2,5,20,14,20.0
2021-05-20 17:00:00,26.0,10.0,0.3,0.011,20.4,0.39,57,0.0,3.4,5,20,17,20.0
2021-05-20 18:00:00,17.0,7.0,0.3,0.011,19.9,0.18,56,0.0,3.8,5,20,18,20.0
2021-05-20 19:00:00,18.0,7.0,0.3,0.009,20.0,0.11,56,0.0,3.2,5,20,19,20.0
2021-05-20 20:00:00,19.0,11.0,0.3,0.01,19.1,0.02,63,0.1,2.4,5,20,20,20.0
2021-05-20 21:00:00,16.0,8.0,0.3,0.014,17.3,0.018000000000000002,74,0.3,2.6,5,20,21,20.0
2021-05-20 22:00:00,11.0,5.0,0.3,0.009,16.9,0.016,77,0.0,1.4,5,20,22,20.0
2021-05-20 23:00:00,14.0,8.0,0.3,0.009,16.1,0.014,83,0.2,1.6,5,20,23,20.0
2021-05-21 00:00:00,13.0,6.0,0.3,0.007,15.6,0.012,89,0.3,2.6,5,21,0,20.0
2021-05-21 01:00:00,12.0,7.0,0.3,0.007,15.2,0.01,90,0.1,2.8,5,21,1,20.0
2021-05-21 02:00:00,19.0,7.0,0.3,0.006,14.8,0.008,93,1.5,1.5,5,21,2,20.0
2021-05-21 03:00:00,8.0,5.0,0.3,0.005,14.7,0.006,93,0.9,2.1,5,21,3,20.0
2021-05-21 04:00:00,8.0,6.0,0.3,0.005,14.7,0.004,93,0.9,0.7,5,21,4,20.0
2021-05-21 05:00:00,8.0,5.0,0.3,0.008,14.6,0.0019999999999999983,93,0.6,0.6,5,21,5,20.0
2021-05-21 06:00:00,8.0,6.0,0.3,0.011,14.5,0.0,93,0.2,1.7,5,21,6,20.0
2021-05-21 07:00:00,8.0,5.0,0.3,0.009,14.3,0.07,94,0.5,1.2,5,21,7,20.0
2021-05-21 08:00:00,9.0,5.0,0.3,0.01,14.6,0.2,92,0.0,1.4,5,21,8,35.0
2021-05-21 09:00:00,7.0,2.0,0.3,0.011,14.9,0.47,90,0.2,0.8,5,21,9,34.0
2021-05-21 10:00:00,8.0,3.0,0.4,0.014,15.3,0.68,89,0.0,2.6,5,21,10,30.0
2021-05-21 11:00:00,11.0,4.0,0.4,0.01,15.7,0.87,89,0.0,3.0,5,21,11,25.0
2021-05-21 12:00:00,12.0,5.0,0.4,0.011,16.3,0.99,88,0.0,2.2,5,21,12,21.0
2021-05-21 13:00:00,14.0,4.0,0.3,0.008,16.9,0.91,83,0.0,1.6,5,21,13,20.0
2021-05-21 14:00:00,16.0,7.0,0.4,0.016,17.7,0.98,80,0.0,2.0,5,21,14,20.0
2021-05-21 15:00:00,16.0,9.0,0.4,0.024,16.9,0.26,87,2.0,1.4,5,21,15,20.0
2021-05-21 16:00:00,22.0,8.0,0.6,0.034,17.2,0.52,88,0.0,0.9,5,21,16,20.0
2021-05-22 00:00:00,21.0,12.0,0.5,0.027,16.0,0.43333333333333335,84,0.0,1.3,5,22,0,13.0
2021-05-22 01:00:00,24.0,12.0,0.5,0.031,15.9,0.3466666666666667,85,0.0,1.4,5,22,1,12.0
2021-05-22 02:00:00,30.0,17.0,0.5,0.025,15.5,0.26,87,0.2,2.1,5,22,2,19.0
2021-05-22 03:00:00,32.0,16.0,0.4,0.021,14.9,0.17333333333333334,89,0.0,1.8,5,22,3,8.0
2021-05-25 05:00:00,217.0,34.0,0.5,0.013,15.1,0.08666666666666667,81,0.0,3.9,5,25,5,20.0
2021-05-25 06:00:00,142.0,33.0,0.3,0.013,14.5,0.0,92,1.3,4.9,5,25,6,20.0
2021-05-25 07:00:00,77.0,20.0,0.4,0.018,13.0,0.02,90,4.6,2.3,5,25,7,20.0
2021-05-25 08:00:00,94.0,22.0,0.4,0.018,12.6,0.05,91,0.5,2.8,5,25,8,20.0
2021-05-25 09:00:00,79.0,19.0,0.4,0.015,11.9,0.14,94,1.8,3.9,5,25,9,20.0
2021-05-25 10:00:00,98.0,18.0,0.4,0.017,13.4,1.21,87,0.1,4.1,5,25,10,20.0
2021-05-26 18:00:00,48.0,20.0,0.4,0.018,20.7,0.12,51,0.0,3.2,5,26,18,20.0
2021-05-26 19:00:00,43.0,16.0,0.4,0.016,20.6,0.18,52,0.0,3.5,5,26,19,20.0
2021-05-27 07:00:00,40.0,17.0,0.4,0.022,15.3,0.03,84,2.2,2.1,5,27,7,20.0
2021-05-27 08:00:00,35.0,15.0,0.4,0.024,14.7,0.07,93,5.1,1.7,5,27,8,20.0
2021-05-27 09:00:00,21.0,10.0,0.4,0.024,14.5,0.1,96,0.6,3.2,5,27,9,20.0
2021-05-27 10:00:00,16.0,8.0,0.4,0.021,15.0,0.17,96,0.6,3.7,5,27,10,20.0
2021-05-27 11:00:00,16.0,8.0,0.4,0.022,15.3,0.19,97,0.4,3.2,5,27,11,20.0
2021-05-27 12:00:00,33.0,15.0,0.5,0.019,15.5,0.25,97,0.0,4.8,5,27,12,20.0
2021-05-27 13:00:00,52.0,21.0,0.5,0.017,15.6,0.38,91,0.0,3.8,5,27,13,20.0
2021-05-28 03:00:00,80.0,34.0,0.7,0.016,13.2,0.28500000000000003,93,0.0,2.2,5,28,3,20.0
2021-05-28 04:00:00,79.0,34.0,0.7,0.016,13.5,0.19,94,0.1,2.0,5,28,4,20.0
2021-05-28 05:00:00,71.0,31.0,0.7,0.018,13.3,0.09499999999999997,92,1.4,1.2,5,28,5,20.0
2021-05-28 06:00:00,55.0,26.0,0.6,0.021,13.1,0.0,98,4.5,2.4,5,28,6,20.0
2021-05-28 07:00:00,38.0,19.0,0.6,0.022,12.8,0.05,97,2.4,3.5,5,28,7,40.0
2021-05-28 08:00:00,24.0,15.0,0.5,0.019,12.7,0.05,98,2.1,3.3,5,28,8,35.0
2021-05-28 09:00:00,15.0,9.0,0.5,0.024,12.5,0.14,96,1.3,2.5,5,28,9,21.0
2021-05-28 10:00:00,16.0,10.0,0.5,0.027,12.6,0.24,96,0.5,2.8,5,28,10,16.0
2021-05-28 11:00:00,14.0,7.0,0.4,0.021,12.8,0.26,94,0.0,3.4,5,28,11,16.0
2021-05-29 12:00:00,24.0,13.0,0.4,0.013,18.4,0.52,66,0.0,1.7,5,29,12,20.0
2021-05-29 13:00:00,21.0,9.0,0.4,0.012,18.3,0.67,63,0.0,1.9,5,29,13,20.0
2021-05-29 14:00:00,23.0,12.0,0.4,0.011,17.6,0.55,62,0.0,3.4,5,29,14,20.0
2021-05-29 15:00:00,21.0,10.0,0.3,0.011,16.7,0.43,70,0.2,2.6,5,29,15,20.0
2021-05-29 16:00:00,19.0,12.0,0.4,0.011,16.0,0.52,76,0.0,2.0,5,29,16,20.0
2021-05-29 17:00:00,19.0,12.0,0.4,0.013,15.8,0.39,76,0.1,0.8,5,29,17,20.0
2021-05-29 18:00:00,17.0,10.0,0.4,0.014,15.3,0.07,83,0.0,1.7,5,29,18,20.0
2021-05-29 19:00:00,19.0,12.0,0.5,0.017,14.8,0.03,82,0.0,2.2,5,29,19,20.0
2021-05-29 20:00:00,21.0,11.0,0.5,0.018,14.6,0.01,81,0.0,2.1,5,29,20,20.0
2021-05-30 20:00:00,44.0,21.0,0.5,0.017,19.0,0.01,84,2.1,3.0,5,30,20,21.0
2021-05-30 21:00:00,36.0,19.0,0.6,0.02,18.7,0.01,85,0.4,2.0,5,30,21,20.0
2021-05-30 22:00:00,42.0,24.0,0.5,0.023,18.7,0.01,86,0.0,1.6,5,30,22,20.0
2021-05-30 23:00:00,37.0,20.0,0.5,0.018,17.8,0.01,95,6.8,2.5,5,30,23,20.0
2021-05-31 00:00:00,28.0,14.0,0.5,0.015,17.5,0.01,96,8.8,1.0,5,31,0,20.0
2021-05-31 01:00:00,23.0,13.0,0.4,0.011,17.5,0.01,97,3.1,2.6,5,31,1,20.0
2021-05-31 02:00:00,20.0,12.0,0.4,0.008,17.2,0.01,95,0.9,1.8,5,31,2,20.0
2021-05-31 03:00:00,17.0,10.0,0.4,0.007,16.8,0.01,92,0.0,2.3,5,31,3,20.0
2021-05-31 04:00:00,19.0,13.0,0.4,0.01,16.6,0.01,91,0.0,1.9,5,31,4,20.0
2021-06-01 05:00:00,43.0,22.0,0.4,0.015,19.0,0.01,87,0.3,2.5,6,1,5,20.0
2021-06-01 06:00:00,38.0,21.0,0.4,0.013,17.7,0.01,78,0.6,3.7,6,1,6,20.0
2021-06-01 07:00:00,23.0,12.0,0.4,0.018,16.8,0.05,76,0.0,2.3,6,1,7,20.0
2021-06-01 08:00:00,24.0,13.0,0.4,0.019,16.1,0.09,90,1.3,1.8,6,1,8,20.0
2021-06-01 09:00:00,18.0,8.0,0.4,0.023,16.7,0.78,86,1.0,3.7,6,1,9,20.0
2021-06-01 16:00:00,45.0,27.0,0.4,0.022,22.5,0.57,66,0.0,2.0,6,1,16,20.0
2021-06-01 17:00:00,38.0,22.0,0.4,0.016,22.9,0.91,61,0.0,2.8,6,1,17,20.0
2021-06-03 11:00:00,39.0,22.25,0.42500000000000004,0.018250000000000002,22.5,0.51,61,0.0,2.9,6,3,11,20.0
2021-06-03 12:00:00,40.0,22.5,0.45,0.0205,22.6,0.53,62,0.0,1.7,6,3,12,20.0
2021-06-03 13:00:00,41.0,22.75,0.475,0.02275,21.3,0.29,75,0.5,2.0,6,3,13,20.0
2021-06-03 14:00:00,42.0,23.0,0.5,0.025,20.1,0.36,84,0.5,1.9,6,3,14,20.0
2021-06-03 15:00:00,29.0,19.0,0.4,0.026,19.7,0.3,87,1.7,1.1,6,3,15,20.0
2021-06-03 16:00:00,28.0,18.0,0.5,0.026,18.8,0.13,94,1.8,1.7,6,3,16,20.0
2021-06-03 17:00:00,20.0,15.0,0.5,0.03,18.7,0.16,93,3.3,0.8,6,3,17,20.0
2021-06-03 18:00:00,30.0,19.0,0.6,0.033,18.6,0.12,94,1.2,1.7,6,3,18,20.0
2021-06-03 19:00:00,31.0,19.0,0.6,0.032,18.6,0.07,95,1.2,1.2,6,3,19,20.0
2021-06-03 20:00:00,24.0,18.0,0.5,0.023,18.4,0.02,95,1.5,2.2,6,3,20,20.0
2021-06-03 21:00:00,14.0,7.0,0.3,0.008,15.5,0.12200000000000001,80,4.8,6.7,6,3,21,20.0
2021-06-03 22:00:00,14.0,2.0,0.3,0.01,14.9,0.224,85,0.3,2.2,6,3,22,20.0
2021-06-03 23:00:00,16.0,5.0,0.3,0.014,14.9,0.32600000000000007,84,0.8,1.0,6,3,23,20.0
2021-06-04 00:00:00,18.0,7.0,0.3,0.012,14.7,0.42800000000000005,91,0.5,2.2,6,4,0,20.0
2021-06-07 09:00:00,35.0,16.0,0.5,0.019,21.0,0.53,73,0.0,2.0,6,7,9,20.0
2021-06-07 10:00:00,37.0,19.0,0.5,0.026,21.1,0.43,70,0.0,2.6,6,7,10,20.0
2021-06-07 11:00:00,36.0,16.0,0.5,0.027,21.6,0.6,68,0.0,2.2,6,7,11,20.0
2021-06-07 13:00:00,39.0,18.0,0.6,0.035,21.4,0.38,65,0.0,2.1,6,7,13,20.0
2021-06-07 14:00:00,39.0,17.0,0.6,0.036,21.3,0.33,68,0.0,1.4,6,7,14,20.0
2021-06-07 15:00:00,38.0,17.0,0.6,0.036,22.1,0.78,64,0.0,1.6,6,7,15,20.0
2021-06-07 16:00:00,39.0,17.0,0.7,0.042,22.8,0.79,63,0.0,1.0,6,7,16,20.0
2021-06-08 05:00:00,37.0,21.0,0.5,0.024,19.0,0.42000000000000004,85,0.1,1.4,6,8,5,20.0
2021-06-08 06:00:00,34.0,22.0,0.5,0.026,18.8,0.05,84,0.0,1.3,6,8,6,20.0
2021-06-10 18:00:00,74.0,44.0,0.6,0.031,26.7,0.23,62,0.0,1.8,6,10,18,20.0
2021-06-10 19:00:00,70.0,45.0,0.6,0.036,25.1,0.07,73,0.0,1.3,6,10,19,20.0
2021-06-10 20:00:00,69.0,47.0,0.6,0.037,24.0,0.01,79,0.5,2.5,6,10,20,20.0
2021-06-10 21:00:00,56.0,38.0,0.5,0.026,23.7,0.01,82,0.0,1.9,6,10,21,20.0
2021-06-10 22:00:00,36.0,25.0,0.4,0.018,23.1,0.01,69,0.2,2.6,6,10,22,20.0
2021-06-10 23:00:00,39.0,27.0,0.4,0.013,22.2,0.01,80,0.6,3.0,6,10,23,20.0
2021-06-11 00:00:00,32.0,24.0,0.4,0.012,20.5,0.01,90,4.8,2.2,6,11,0,20.0
2021-06-11 01:00:00,27.0,21.0,0.3,0.007,20.0,0.01,92,1.5,2.9,6,11,1,20.0
2021-06-11 02:00:00,28.0,20.0,0.3,0.006,20.3,0.01,88,0.3,4.4,6,11,2,20.0
2021-06-11 03:00:00,23.0,16.0,0.3,0.006,20.1,0.01,95,2.0,2.5,6,11,3,20.0
2021-06-11 04:00:00,16.0,12.0,0.3,0.006,20.2,0.01,96,0.8,3.7,6,11,4,20.0
2021-06-11 05:00:00,13.0,7.0,0.4,0.008,20.6,0.01,94,0.0,4.7,6,11,5,20.0
2021-06-15 03:00:00,32.0,24.0,0.5,0.015,22.5,0.01,75,0.1,1.7,6,15,3,20.0
2021-06-15 04:00:00,47.0,33.0,0.5,0.016,21.9,0.01,81,0.2,1.2,6,15,4,20.0
2021-06-15 05:00:00,53.0,33.0,0.6,0.016,21.7,0.01,83,0.0,1.4,6,15,5,20.0
2021-06-15 06:00:00,50.0,30.0,0.5,0.019,21.5,0.01,86,0.0,1.2,6,15,6,20.0
2021-06-15 08:00:00,28.0,20.0,0.5,0.022,21.9,0.12,87,0.0,2.6,6,15,8,20.0
2021-06-15 09:00:00,28.0,20.0,0.5,0.027,22.0,0.29,89,0.2,1.9,6,15,9,20.0
2021-06-15 10:00:00,27.0,18.0,0.4,0.022,22.0,0.19,91,0.2,2.0,6,15,10,20.0
2021-06-15 11:00:00,16.0,11.0,0.4,0.015,21.8,0.44,91,0.8,3.6,6,15,11,20.0
2021-06-15 12:00:00,14.0,9.0,0.4,0.016,21.5,0.49,87,0.4,2.7,6,15,12,20.0
2021-06-15 13:00:00,13.0,8.0,0.4,0.013,22.0,0.66,85,0.0,3.1,6,15,13,20.0
2021-06-15 14:00:00,17.0,11.0,0.4,0.014,22.5,0.59,83,0.0,2.2,6,15,14,20.0
2021-06-17 16:00:00,20.0,12.0,0.4,0.023,24.0,0.47,67,0.0,1.8,6,17,16,20.0
2021-06-17 17:00:00,21.0,12.0,0.4,0.026,23.4,0.42,71,0.0,2.5,6,17,17,20.0
2021-06-17 18:00:00,21.0,15.0,0.4,0.021,23.0,0.19,72,0.0,2.7,6,17,18,20.0
2021-06-17 22:00:00,27.0,20.0,0.4,0.021,21.5,0.1675,84,0.0,2.3,6,17,22,20.0
2021-06-17 23:00:00,30.0,21.0,0.4,0.02,21.2,0.14500000000000002,85,0.0,2.0,6,17,23,20.0
2021-06-18 00:00:00,32.0,23.0,0.4,0.016,21.0,0.1225,85,0.0,2.2,6,18,0,20.0
2021-06-18 02:00:00,32.0,24.0,0.3,0.01,20.3,0.1,87,0.0,2.4,6,18,2,20.0
2021-06-18 03:00:00,28.0,20.0,0.3,0.01,19.8,0.07750000000000001,91,0.1,1.8,6,18,3,20.0
2021-06-18 04:00:00,22.0,15.0,0.3,0.009,19.6,0.05499999999999999,92,0.2,2.0,6,18,4,20.0
2021-06-18 05:00:00,10.0,8.0,0.3,0.01,19.3,0.0325,97,0.8,3.5,6,18,5,20.0
2021-06-18 06:00:00,4.0,6.0,0.3,0.015,19.1,0.01,98,1.0,3.2,6,18,6,20.0
2021-06-18 07:00:00,5.0,3.0,0.3,0.017,19.0,0.05,96,1.5,2.3,6,18,7,20.0
2021-06-18 08:00:00,7.0,8.0,0.4,0.019,19.1,0.16,97,0.8,2.3,6,18,8,20.0
2021-06-18 09:00:00,9.0,6.0,0.4,0.019,19.4,0.17,98,0.8,2.4,6,18,9,20.0
2021-06-18 10:00:00,10.0,3.0,0.4,0.016,19.7,0.28,97,0.4,2.3,6,18,10,20.0
2021-06-18 11:00:00,7.0,4.0,0.4,0.016,20.0,0.33,98,0.4,2.4,6,18,11,20.0
2021-06-18 12:00:00,6.0,7.0,0.4,0.015,20.3,0.4,96,0.3,3.0,6,18,12,20.0
2021-06-18 13:00:00,14.0,10.0,0.4,0.017,20.0,0.41,95,0.0,3.0,6,18,13,20.0
2021-06-19 00:00:00,39.0,23.0,0.5,0.009,19.2,0.4725,92,0.0,2.0,6,19,0,32.0
2021-06-22 03:00:00,10.0,7.0,0.3,0.008,20.9,0.535,74,0.0,1.1,6,22,3,20.0
2021-06-22 04:00:00,13.0,8.0,0.3,0.009,20.5,0.5975,76,0.0,2.0,6,22,4,20.0
2021-06-22 15:00:00,17.0,9.0,0.4,0.018,23.2,0.66,66,0.0,1.4,6,22,15,20.0
2021-06-22 19:00:00,35.0,22.0,0.5,0.017,24.1,0.13,58,0.0,2.0,6,22,19,20.0
2021-06-22 21:00:00,16.0,12.0,0.4,0.015,22.1,0.41,73,0.0,1.4,6,22,21,20.0
2021-06-23 16:00:00,33.0,21.0,0.5,0.022,22.7,0.69,72,7.4,2.5,6,23,16,20.0
2021-06-23 17:00:00,19.0,13.0,0.5,0.02,22.6,0.52,73,0.1,2.6,6,23,17,20.0
2021-06-26 02:00:00,24.0,15.0,0.3,0.012,22.2,0.41600000000000004,82,0.0,1.3,6,26,2,20.0
2021-06-26 03:00:00,26.0,16.0,0.4,0.015,22.1,0.312,85,0.1,0.9,6,26,3,20.0
2021-06-26 04:00:00,26.0,19.0,0.3,0.009,21.5,0.20799999999999996,90,1.3,2.4,6,26,4,20.0
2021-06-26 05:00:00,17.0,13.0,0.3,0.007,20.5,0.10399999999999998,88,2.2,2.5,6,26,5,20.0
2021-06-26 06:00:00,13.0,10.0,0.3,0.012,20.0,0.0,87,0.7,0.5,6,26,6,20.0
2021-06-26 07:00:00,16.0,12.0,0.4,0.02,19.9,0.08,88,0.1,0.8,6,26,7,20.0
2021-06-26 08:00:00,20.0,12.0,0.4,0.021,20.4,0.26,91,0.0,1.0,6,26,8,20.0
2021-06-26 09:00:00,18.0,13.0,0.4,0.018,21.2,0.61,88,0.0,1.8,6,26,9,20.0
2021-06-26 10:00:00,20.0,11.0,0.4,0.015,21.9,0.67,84,0.0,1.4,6,26,10,20.0
2021-06-26 11:00:00,18.0,13.0,0.4,0.015,22.6,1.04,81,0.0,1.8,6,26,11,20.0
2021-06-26 12:00:00,16.0,12.0,0.4,0.013,23.2,0.88,79,0.0,1.2,6,26,12,20.0
2021-06-26 13:00:00,14.0,11.0,0.4,0.009,23.8,1.47,76,0.0,2.3,6,26,13,20.0
2021-06-26 14:00:00,16.0,15.0,0.4,0.009,24.9,1.81,70,0.1,1.7,6,26,14,20.0
2021-06-27 19:00:00,26.0,19.0,0.4,0.013,22.3,0.11,86,30.2,4.8,6,27,19,20.0
2021-06-27 20:00:00,17.0,13.0,0.4,0.011,22.2,0.02,88,8.0,2.7,6,27,20,20.0
2021-06-27 21:00:00,16.0,13.0,0.5,0.016,22.4,0.09333333333333334,85,0.0,0.4,6,27,21,20.0
2021-06-27 22:00:00,21.0,16.0,0.5,0.02,22.2,0.16666666666666666,90,0.0,1.5,6,27,22,20.0
2021-06-28 08:00:00,19.0,15.0,0.4,0.016,21.4,0.24,85,0.0,2.4,6,28,8,20.0
2021-06-28 16:00:00,19.0,14.0,0.4,0.02,26.0,0.37,66,0.0,1.6,6,28,16,20.0
2021-06-28 17:00:00,20.0,15.0,0.6,0.031,25.3,0.34,75,0.0,1.8,6,28,17,20.0
2021-06-28 19:00:00,24.0,19.0,0.5,0.031,25.0,0.25,78,0.1,0.4,6,28,19,26.0
2021-06-29 14:00:00,27.0,20.0,0.5,0.025,25.7,0.86,70,0.0,1.0,6,29,14,20.0
2021-06-29 17:00:00,41.0,31.0,0.6,0.024,24.1,0.28,84,7.5,2.8,6,29,17,20.0
2021-06-29 18:00:00,28.0,23.0,0.6,0.021,24.0,0.57,83,0.5,1.5,6,29,18,20.0
2021-06-30 12:00:00,28.0,20.0,0.4,0.019,24.7,1.02,71,0.0,3.6,6,30,12,20.0
2021-06-30 13:00:00,14.0,9.0,0.5,0.021,22.7,0.37,86,6.0,0.9,6,30,13,20.0
2021-06-30 14:00:00,21.0,15.0,0.5,0.02,25.4,2.43,77,0.0,0.7,6,30,14,27.0
2021-07-03 15:00:00,14.0,9.0,0.3,0.012,25.2,0.49,70,0.0,3.4,7,3,15,20.0
2021-07-03 16:00:00,14.0,8.0,0.3,0.013,23.3,0.27,84,1.4,3.5,7,3,16,20.0
2021-07-03 17:00:00,12.0,7.0,0.3,0.012,22.3,0.12,91,4.3,3.1,7,3,17,20.0
2021-07-03 18:00:00,8.0,4.0,0.3,0.009,20.9,0.08,97,13.6,4.7,7,3,18,20.0
2021-07-03 19:00:00,6.0,3.0,0.3,0.009,20.5,0.02,99,10.6,4.7,7,3,19,20.0
2021-07-03 20:00:00,6.0,4.0,0.3,0.007,20.2,0.01,99,6.4,5.1,7,3,20,20.0
2021-07-03 21:00:00,4.0,2.0,0.3,0.006,19.8,0.009000000000000001,100,10.8,4.7,7,3,21,20.0
2021-07-03 22:00:00,3.0,2.0,0.3,0.006,19.7,0.008,100,2.4,4.9,7,3,22,20.0
2021-07-03 23:00:00,3.0,1.0,0.3,0.006,19.6,0.007,100,4.8,4.5,7,3,23,20.0
2021-07-04 00:00:00,3.0,1.0,0.3,0.005,19.8,0.006,100,5.7,2.7,7,4,0,20.0
2021-07-04 01:00:00,3.0,1.0,0.3,0.005,20.1,0.005,100,3.0,3.2,7,4,1,20.0
2021-07-04 02:00:00,3.0,1.0,0.3,0.004,20.2,0.004,100,4.3,2.4,7,4,2,20.0
2021-07-04 03:00:00,3.0,1.0,0.3,0.004,20.4,0.003,99,0.7,2.0,7,4,3,20.0
2021-07-04 04:00:00,3.0,1.0,0.3,0.005,20.6,0.002,100,1.2,1.1,7,4,4,20.0
2021-07-04 05:00:00,3.0,1.0,0.3,0.006,20.8,0.0009999999999999992,100,3.3,1.0,7,4,5,20.0
2021-07-04 06:00:00,3.0,3.0,0.3,0.008,21.0,0.0,99,1.5,0.9,7,4,6,20.0
2021-07-04 07:00:00,3.0,2.0,0.3,0.012,21.2,0.04,100,1.8,1.2,7,4,7,20.0
2021-07-04 08:00:00,3.0,2.0,0.3,0.015,21.7,0.1,100,1.5,2.1,7,4,8,20.0
2021-07-04 09:00:00,4.0,2.0,0.3,0.012,22.0,0.15,99,1.2,1.6,7,4,9,20.0
2021-07-04 10:00:00,5.0,4.0,0.4,0.013,22.1,0.27,99,0.6,1.0,7,4,10,20.0
2021-07-04 11:00:00,5.0,3.0,0.4,0.014,22.3,0.31,98,0.3,2.0,7,4,11,20.0
2021-07-04 12:00:00,4.0,4.0,0.4,0.015,22.5,0.28,98,0.5,1.7,7,4,12,20.0
2021-07-04 13:00:00,8.0,5.0,0.4,0.014,22.7,0.36,99,0.4,1.0,7,4,13,20.0
2021-07-04 14:00:00,8.0,5.0,0.3,0.011,22.7,0.3,98,0.8,1.9,7,4,14,20.0
2021-07-04 15:00:00,8.0,5.0,0.3,0.01,23.1,0.26,96,0.0,0.7,7,4,15,14.0
2021-07-04 16:00:00,10.0,6.0,0.4,0.009,22.5,0.18,94,0.3,3.4,7,4,16,14.0
2021-07-04 17:00:00,10.0,7.0,0.3,0.009,21.5,0.17,95,0.0,4.3,7,4,17,12.0
2021-07-04 18:00:00,12.0,9.0,0.3,0.01,21.1,0.19,97,0.0,3.7,7,4,18,8.0
2021-07-04 19:00:00,17.0,10.0,0.3,0.009,20.9,0.06,97,0.0,3.0,7,4,19,6.0
2021-07-07 04:00:00,67.0,38.0,0.6,0.02,24.0,0.19,80,0.0,0.8,7,7,4,20.0
2021-07-07 05:00:00,48.0,27.0,0.5,0.022,23.9,0.32,81,0.0,0.7,7,7,5,20.0
2021-07-07 21:00:00,34.0,23.0,0.5,0.026,25.9,0.45,90,4.6,2.5,7,7,21,20.0
2021-07-07 22:00:00,25.0,17.0,0.6,0.035,25.5,0.5800000000000001,91,8.1,1.0,7,7,22,20.0
2021-07-07 23:00:00,38.0,20.0,0.7,0.036,25.5,0.71,90,0.0,0.7,7,7,23,20.0
2021-07-08 00:00:00,39.0,19.0,0.5,0.02,25.1,0.8400000000000001,92,0.0,1.1,7,8,0,20.0
2021-07-08 01:00:00,19.0,13.0,0.4,0.012,24.5,0.97,93,2.6,2.1,7,8,1,20.0
2021-07-08 02:00:00,17.0,12.0,0.4,0.011,24.3,1.1,94,0.3,1.8,7,8,2,20.0
2021-07-08 14:00:00,27.0,18.0,0.3,0.016,29.1,1.23,70,0.0,3.4,7,8,14,20.0
2021-07-08 15:00:00,25.0,18.0,0.3,0.018,29.8,1.38,67,0.0,1.6,7,8,15,20.0
2021-07-09 10:00:00,18.0,10.0,0.3,0.021,25.2,0.41,81,0.0,1.5,7,9,10,20.0
2021-07-09 12:00:00,25.0,17.0,0.3,0.026,26.3,0.82,76,0.0,1.5,7,9,12,20.0
2021-07-10 04:00:00,17.0,6.0,0.3,0.014,23.8,0.5533333333333332,83,0.0,1.9,7,10,4,20.0
2021-07-10 05:00:00,17.0,10.0,0.3,0.016,23.8,0.2866666666666666,85,0.0,2.0,7,10,5,20.0
2021-07-10 06:00:00,16.0,9.0,0.2,0.012,23.4,0.02,87,0.2,1.6,7,10,6,20.0
2021-07-10 07:00:00,12.0,8.0,0.3,0.019,23.2,0.08,84,0.0,0.3,7,10,7,20.0
2021-07-10 08:00:00,20.0,13.0,0.3,0.02,23.7,0.31,88,0.1,1.4,7,10,8,20.0
2021-07-10 10:00:00,31.0,23.0,0.3,0.012,25.1,0.72,85,0.0,1.4,7,10,10,18.0
2021-07-10 11:00:00,31.0,22.0,0.3,0.01,26.3,1.46,80,0.2,2.3,7,10,11,20.0
2021-07-11 06:00:00,36.0,15.0,0.2,0.007,24.5,0.0,88,0.0,2.7,7,11,6,16.0
2021-07-11 07:00:00,27.0,13.0,0.2,0.009,24.1,0.03,92,0.3,2.0,7,11,7,12.0
2021-07-11 08:00:00,27.0,14.0,0.2,0.011,24.3,0.3,92,0.1,1.8,7,11,8,20.0
2021-07-11 09:00:00,29.0,14.0,0.2,0.014,24.6,0.24,92,0.0,0.5,7,11,9,20.0
2021-07-11 11:00:00,27.0,15.0,0.2,0.011,25.4,0.31,90,0.0,2.6,7,11,11,31.0
2021-07-11 12:00:00,25.0,19.0,0.2,0.009,25.9,0.85,89,0.0,2.9,7,11,12,20.0
2021-07-11 13:00:00,34.0,24.0,0.2,0.008,26.4,1.14,86,0.0,3.7,7,11,13,20.0
2021-07-15 02:00:00,17.0,6.0,0.2,0.012,27.8,1.455,80,0.0,1.9,7,15,2,20.0
2021-07-15 17:00:00,26.0,18.0,0.5,0.038,32.2,1.77,62,0.0,3.3,7,15,17,20.0
2021-07-15 19:00:00,19.0,12.0,0.3,0.019,28.0,0.17,69,0.0,2.7,7,15,19,20.0
2021-07-15 20:00:00,16.0,13.0,0.4,0.023,27.5,0.05,70,0.0,2.5,7,15,20,20.0
2021-07-17 19:00:00,9.0,7.0,0.3,0.012,30.4,0.45,60,0.0,1.4,7,17,19,20.0
2021-07-19 14:00:00,21.0,17.0,0.3,0.015,29.4,0.42,68,0.0,2.1,7,19,14,20.0
