mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0018171310424804688,0.00031517502727606807,0.007183694839477539,0.0004478684117691926,manhattan,13,"{'metric': 'manhattan', 'n_neighbors': 13}",0.33123353286366075,0.3060850966896099,0.3376294483696559,0.27748299254570896,0.36293621906142215,0.32307345790601155,0.02910188432804089,2
0.0013952255249023438,0.0004922388390516153,0.007642078399658203,0.0010473222663901264,manhattan,15,"{'metric': 'manhattan', 'n_neighbors': 15}",0.2975803310674313,0.3020477825706862,0.29469008553721443,0.28232165900433037,0.3251968440206632,0.3003673404400651,0.014035479306161303,6
0.0015950202941894531,0.000491649842249827,0.007463884353637695,0.001421453283360729,manhattan,17,"{'metric': 'manhattan', 'n_neighbors': 17}",0.30200563047582285,0.3048112210296736,0.2816227604241892,0.29542888441366466,0.3174387815901393,0.3002614555866979,0.011743574768883705,7
0.0020115852355957033,0.000632087203723425,0.007340049743652344,0.0009998283236974956,manhattan,19,"{'metric': 'manhattan', 'n_neighbors': 19}",0.29644319698444677,0.31179521364412754,0.28871574768140984,0.255967964705643,0.32533744352857874,0.2956519133088412,0.023517606810004817,8
0.0013846874237060547,0.0004753913513447319,0.006931781768798828,0.0004902138081981384,manhattan,21,"{'metric': 'manhattan', 'n_neighbors': 21}",0.2928408919639647,0.27090146850013275,0.27765414668755306,0.2439655216367832,0.3135448231332505,0.27978137038433687,0.023137305828699155,12
0.001416635513305664,0.0005158983478159991,0.006166648864746094,0.00027171875842920285,manhattan,23,"{'metric': 'manhattan', 'n_neighbors': 23}",0.2944593403959739,0.2808340380142782,0.2940896237381291,0.2580662761445782,0.3099773575811293,0.28748532717481773,0.017365858667629533,9
0.0019903659820556642,0.0006312828102114813,0.006064844131469726,0.0008387678437290111,manhattan,25,"{'metric': 'manhattan', 'n_neighbors': 25}",0.3102159198836054,0.27496553141317925,0.2811821014434529,0.2495906458095264,0.29051459945495484,0.2812937596009438,0.019832607527208317,10
0.0018495559692382813,0.00044039198180161147,0.0058841705322265625,0.0005262773969794412,manhattan,27,"{'metric': 'manhattan', 'n_neighbors': 27}",0.32503858260480123,0.25861684180377253,0.2779151679924786,0.2626305184454161,0.27568552664055246,0.27997732749740417,0.02370810368471727,11
0.0020093917846679688,0.0006559047555070546,0.008198070526123046,0.0030239150632983226,manhattan,29,"{'metric': 'manhattan', 'n_neighbors': 29}",0.3297140419025011,0.2610995690613037,0.2742436763851437,0.24512376598454844,0.2723113322848443,0.27649847712366826,0.028551747797913387,13
0.00114593505859375,0.00043612556165914377,0.0060386180877685545,0.00010002475211933895,manhattan,31,"{'metric': 'manhattan', 'n_neighbors': 31}",0.3215063482586822,0.25384305924998185,0.2663017675415227,0.25306532461917164,0.27257097334960934,0.27345749460379354,0.025144579368934824,15
0.0022371292114257814,0.0004898264164781368,0.005748081207275391,0.0003874316846378587,manhattan,33,"{'metric': 'manhattan', 'n_neighbors': 33}",0.3102597330847753,0.25269184794821353,0.26218308922507216,0.24860199072248568,0.26991850100266046,0.26873103239664137,0.022051541346597887,19
0.0013331890106201172,0.0004123406804260626,0.006582880020141601,0.0011983841406204543,manhattan,35,"{'metric': 'manhattan', 'n_neighbors': 35}",0.3150861626108541,0.25421827799472985,0.2630311450977296,0.2581089210927241,0.27041297902920614,0.27217149716504874,0.02212862877198429,16
0.0012899398803710937,0.0003959837212934554,0.007108926773071289,0.0012655291596794706,manhattan,37,"{'metric': 'manhattan', 'n_neighbors': 37}",0.2982789197420227,0.2521082689008334,0.25665684749489226,0.2712662670933461,0.269707290036892,0.26960351865359733,0.016116787437074283,18
0.002019834518432617,0.0011172342585233966,0.008083581924438477,0.0013928304751480837,manhattan,39,"{'metric': 'manhattan', 'n_neighbors': 39}",0.2880626776122063,0.2500035162395451,0.2440331369749532,0.2761735630297568,0.2566815479742458,0.2629908883661415,0.016554476591130365,26
0.0017861366271972657,0.0007177417879269238,0.009241914749145508,0.002754400885259205,manhattan,41,"{'metric': 'manhattan', 'n_neighbors': 41}",0.2776563070490058,0.25326140777914086,0.2429856874401619,0.2828396526915462,0.25223016225380956,0.26179464344273284,0.015572777683197807,27
0.0026538848876953127,0.0012562159266059727,0.011548566818237304,0.00406093085602987,manhattan,43,"{'metric': 'manhattan', 'n_neighbors': 43}",0.2641130535828311,0.24826956004046086,0.25208794846899585,0.27233274664587426,0.24756767945388325,0.2568741976384091,0.00974604558601015,31
0.0031093597412109376,0.00230165273984098,0.018128347396850587,0.015870119136463978,manhattan,45,"{'metric': 'manhattan', 'n_neighbors': 45}",0.2548769950973434,0.24782571227754946,0.24710840695161584,0.26985207721446924,0.2565845678156451,0.2552495518713246,0.008204223880860565,33
0.001988077163696289,0.0006302941095292198,0.008175897598266601,0.0012758024015857726,manhattan,47,"{'metric': 'manhattan', 'n_neighbors': 47}",0.254994057018915,0.23572933240656024,0.23549573981369387,0.2650806453987724,0.2558562474973648,0.2494312044270613,0.011824296858567312,39
0.0024538040161132812,0.0014721868059336428,0.010376214981079102,0.0032464110911763874,manhattan,49,"{'metric': 'manhattan', 'n_neighbors': 49}",0.255589004369264,0.233986835881971,0.24054812206039322,0.25514445255967344,0.2520083867118146,0.24745536031662327,0.00866163316272,41
